event_id,system_id,timestamp,os_name,os_version,cpu_model,cpu_cores_physical,cpu_threads,cpu_clock_base_ghz,cpu_usage_pct,ram_total_gb,ram_usage_pct,gpu_model,gpu_vram_total_gb,gpu_vram_usage_pct,storage_primary_type,storage_free_gb,display_resolution,system_overall_score
6558998e-62e2-4b0d-bbe4-1816b8c7403d,f8fc8a01-cc1f-40bf-81d6-f82bb434d3fd,2026-09-16T23:19:50.017918Z,Windows 11,22H2,Intel Core i5-11419,6,12,2.6,57.19,8,39.57,NVIDIA GeForce RTX 3060 Ti,8.0,38.93,NVMe SSD,398.05,1920x1080,5.52
3c810211-bded-45f6-80fc-f37aee2b8615,7ff01dd9-4ef4-4470-b08d-b6b364341c6a,2026-08-27T01:55:36.017918Z,Windows 10,22H2,AMD Ryzen 5 5200,6,12,3.3,26.6,16,23.38,NVIDIA GeForce RTX 2060,12.0,13.69,NVMe SSD,30.16,1366x768,6.89
1e671e1c-fbb3-42a5-bd21-4de3261e8abb,af302c4b-1341-4e99-bb1a-b36696bf44a2,2026-09-18T07:57:17.017918Z,Windows 11,22H2,Intel Core i3-13433F,4,8,3.2,92.78,32,15.74,NVIDIA GeForce GTX 1050 Ti,3.0,79.82,NVMe SSD,248.92,2560x1440,5.28
caf1b193-0acf-40ed-b075-b4bf321a3621,8d5b46ad-bb1e-49f9-b666-2af71aeb7cc8,2026-09-01T11:43:30.017918Z,Windows 10,22H2,Intel Core i7-13381,12,20,3.8,60.36,16,11.08,NVIDIA GeForce RTX 4060,6.0,77.93,NVMe SSD,408.24,1920x1080,7.03
e977b23b-2c7e-4e54-8e8b-89e74b110da8,83c325a1-9af6-4e16-8f97-85812261d4f4,2026-09-10T13:00:51.017918Z,Fedora,14.2,Intel Core i3-11558F,4,8,3.4,81.72,12,87.12,NVIDIA GeForce RTX 3050 Ti,3.0,58.51,SATA SSD,560.82,1366x768,3.97
7b61d13e-72e6-42b9-a9fb-26d6973cfb6b,3f7de029-4a85-4afa-90e4-2fe319088d8b,2026-09-22T15:51:01.017918Z,Ubuntu Linux,22.04 LTS,Intel Core i5-14503,6,12,3.0,70.52,16,81.39,NVIDIA GeForce GTX 1650 Super,6.0,16.44,NVMe SSD,572.32,1920x1080,5.75
38b9ab58-9a40-458c-ac76-72aeb6da7975,9b97ff73-42a4-47e3-b3b3-6366e0e30bc7,2026-08-30T18:29:16.017918Z,Debian Linux,22.04 LTS,AMD Ryzen 5 3900X,6,12,3.3,90.21,16,83.15,AMD Radeon RX 580,8.0,16.15,NVMe SSD,258.42,1920x1080,5.72
a817b542-490b-4755-9936-2d781ee405d3,62ba4d6d-0a35-4f01-af18-16d2f5d0a516,2026-09-07T03:05:10.017918Z,Windows 11,22H2,Intel Core i3-10692,4,4,3.6,71.3,8,37.54,AMD Radeon Vega 7,0.0,0.0,NVMe SSD,832.6,1366x768,3.19
bdbc93d6-e971-46f1-b123-299921d3933c,7f52230d-cc72-49df-b50b-6a12bd93cad0,2026-09-02T20:24:43.017918Z,Windows 11,22H2,AMD Ryzen 7 3400G,8,16,3.7,15.87,8,43.53,NVIDIA GeForce RTX 3050,8.0,81.83,SATA SSD,497.62,3840x2160,5.82
1357deea-0a8c-40fd-abb5-613d59e441b3,857a4dd4-cac5-44cf-9a02-967c64d591aa,2026-09-04T13:41:07.017918Z,Windows 10,22H2,AMD Ryzen 9 5200,12,24,4.3,49.94,64,45.53,NVIDIA GeForce GTX 1660 Super,6.0,49.85,SATA SSD,930.2,1920x1080,8.1
540e610a-676e-496e-af3d-75b8c82e253c,6d0d8bc4-3cee-4fbc-b8e5-d2fc673480bd,2026-08-23T18:37:09.017918Z,Windows 10,22H2,AMD Ryzen 9 3700X,12,24,3.8,52.66,8,84.19,NVIDIA GeForce RTX 3050,6.0,94.36,NVMe SSD,187.61,1920x1080,6.45
709b5087-0546-49d6-bf81-a4a5b06730cb,b0684032-be05-4b2a-9617-7c1df15ba693,2026-08-27T04:56:14.017918Z,Windows 10,22H2,AMD Ryzen 7 4800,8,16,3.9,96.91,8,14.85,NVIDIA GeForce RTX 3070,12.0,58.48,HDD,35.43,1920x1080,5.44
64f66c8e-19bf-4ca9-a9d4-1b16ce35da61,391da3e6-4d73-4c4d-b1c8-0579a48bd8ad,2026-08-26T00:58:14.017918Z,Windows 10,22H2,AMD Ryzen 5 3600X,6,12,3.4,94.97,16,47.6,NVIDIA GeForce RTX 3050,8.0,34.34,NVMe SSD,62.69,1920x1080,5.38
12bcca7b-fa56-47a3-9c18-d30ef479dd4b,24caac77-d5a7-43d8-9667-26dea5118b12,2026-09-05T10:44:39.017918Z,Windows 10,22H2,AMD Ryzen 5 5200,6,12,3.2,64.68,8,41.07,None,0.0,0.0,SATA SSD,30.9,1920x1080,2.84
